iscanceled,leadtime,arrivaldateyear,arrivaldatemonth,arrivaldateweeknumber,arrivaldatedayofmonth,staysinweekendnights,staysinweeknights,adults,children,babies,meal,country,marketsegment,distributionchannel,isrepeatedguest,previouscancellations,previousbookingsnotcanceled,reservedroomtype,assignedroomtype,bookingchanges,deposittype,agent,company,daysinwaitinglist,customertype,adr,requiredcarparkingspaces,totalofspecialrequests,reservationstatus,reservationstatusdate,totalstay,res_year,res_month,res_day,res_weekday,pricepernight,adr_log
0,99,2015,July,27,1,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,        240,       NULL,0,Transient,87.3,1,1,Check-Out,2015-07-08,7,2015,7,8,2,29.099999999999998,4.480740107609915
0,118,2015,July,27,1,4,10,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,2,No Deposit     ,       NULL,       NULL,0,Transient,62.0,0,2,Check-Out,2015-07-15,14,2015,7,15,2,12.4,4.143134726391533
0,95,2015,July,27,1,4,11,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,        241,       NULL,0,Transient,63.86,0,0,Check-Out,2015-07-16,15,2015,7,16,3,12.772,4.172231100879172
1,96,2015,July,27,1,2,8,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,108.3,0,2,Canceled,2015-05-29,10,2015,5,29,4,36.1,4.694096395182493
0,69,2015,July,27,2,2,4,2,0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,        175,       NULL,0,Transient,65.5,0,0,Check-Out,2015-07-08,6,2015,7,8,2,21.833333333333332,4.197201947661808
1,45,2015,July,27,2,1,3,3,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,        241,       NULL,0,Transient,108.8,0,1,Canceled,2015-05-19,4,2015,5,19,1,54.4,4.69866052907543
1,40,2015,July,27,2,1,3,3,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,        241,       NULL,0,Transient,108.8,0,1,Canceled,2015-06-19,4,2015,6,19,4,54.4,4.69866052907543
0,15,2015,July,27,2,1,3,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,        240,       NULL,0,Transient,98.0,0,0,Check-Out,2015-07-06,4,2015,7,6,0,49.0,4.59511985013459
0,36,2015,July,27,2,1,3,3,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,        241,       NULL,0,Transient,108.8,0,1,Check-Out,2015-07-06,4,2015,7,6,0,54.4,4.69866052907543
1,43,2015,July,27,2,1,3,3,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,        241,       NULL,0,Transient,108.8,0,0,Canceled,2015-05-23,4,2015,5,23,5,54.4,4.69866052907543
0,70,2015,July,27,2,2,3,2,0,0,HB       ,ROU,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,        250,       NULL,0,Transient,137.0,0,1,Check-Out,2015-07-07,5,2015,7,7,1,45.666666666666664,4.927253685157205
1,45,2015,July,27,2,2,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,        241,       NULL,0,Transient,117.81,0,0,Canceled,2015-05-18,5,2015,5,18,0,39.27,4.777525578470196
0,45,2015,July,27,2,2,3,2,0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          8,       NULL,0,Contract,79.5,0,0,Check-Out,2015-07-07,5,2015,7,7,1,26.5,4.388257184424518
0,16,2015,July,27,2,2,3,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit     ,       NULL,       NULL,0,Transient,123.0,0,0,Check-Out,2015-07-07,5,2015,7,7,1,41.0,4.820281565605037
0,107,2015,July,27,2,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        240,       NULL,0,Transient,110.7,0,2,Check-Out,2015-07-09,7,2015,7,9,3,36.9,4.715816706075155
1,47,2015,July,27,2,2,5,2,2,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,        240,       NULL,0,Transient,153.0,0,0,Canceled,2015-06-02,7,2015,6,2,1,51.0,5.0369526024136295
0,96,2015,July,27,2,2,5,2,0,0,BB       ,ESP,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        134,       NULL,0,Transient,58.95,0,1,Check-Out,2015-07-09,7,2015,7,9,3,19.650000000000002,4.093510881473524
0,113,2015,July,27,2,2,5,2,0,0,BB       ,NOR,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,        156,       NULL,0,Transient-Party,82.88,0,2,Check-Out,2015-07-09,7,2015,7,9,3,27.626666666666665,4.429387206033719
0,90,2015,July,27,2,2,5,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,B               ,1,No Deposit     ,        243,       NULL,0,Contract,82.35,0,0,Check-Out,2015-07-09,7,2015,7,9,3,27.45,4.423048609196803
0,50,2015,July,27,2,2,5,2,0,0,HB       ,IRL,Online TA,TA/TO,0,0,0,E               ,F               ,1,No Deposit     ,        241,       NULL,0,Transient,119.35,0,1,Check-Out,2015-07-09,7,2015,7,9,3,39.78333333333333,4.790404164229081
0,113,2015,July,27,2,2,5,2,0,0,BB       ,NOR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,        156,       NULL,0,Transient-Party,67.58,0,2,Check-Out,2015-07-09,7,2015,7,9,3,22.526666666666667,4.228000947034774
0,93,2015,July,27,2,3,8,2,0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        156,       NULL,0,Contract,56.01,0,0,Check-Out,2015-07-13,11,2015,7,13,0,14.0025,4.043226691043491
0,76,2015,July,27,2,4,10,2,0,0,BB       ,OMN,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,        243,       NULL,0,Contract,110.7,0,0,Check-Out,2015-07-16,14,2015,7,16,3,22.14,4.715816706075155
0,3,2015,July,27,2,0,1,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,        240,       NULL,0,Transient,88.2,1,0,Check-Out,2015-07-03,1,2015,7,3,4,88.2,4.490881039585964
0,1,2015,July,27,2,0,1,2,0,0,BB       ,ARG,Online TA,TA/TO,0,0,0,H               ,H               ,0,No Deposit     ,        240,       NULL,0,Transient,147.0,1,0,Check-Out,2015-07-03,1,2015,7,3,4,147.0,4.997212273764115
0,1,2015,July,27,2,0,1,2,2,0,BB       ,ESP,Direct,Direct,0,0,0,C               ,C               ,0,No Deposit     ,       NULL,       NULL,0,Transient,107.0,1,2,Check-Out,2015-07-03,1,2015,7,3,4,107.0,4.68213122712422
0,0,2015,July,27,2,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,H               ,H               ,0,No Deposit     ,       NULL,       NULL,0,Transient,147.0,0,0,Check-Out,2015-07-03,1,2015,7,3,4,147.0,4.997212273764115
0,0,2015,July,27,2,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,        240,       NULL,0,Transient,117.9,0,2,Check-Out,2015-07-03,1,2015,7,3,4,117.9,4.778282803696737
0,0,2015,July,27,2,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,G               ,G               ,0,No Deposit     ,       NULL,       NULL,0,Transient,123.0,0,0,Check-Out,2015-07-03,1,2015,7,3,4,123.0,4.820281565605037
0,14,2015,July,27,2,0,2,2,0,0,BB       ,USA,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,        242,       NULL,0,Transient,98.0,0,1,Check-Out,2015-07-04,2,2015,7,4,5,98.0,4.59511985013459
0,10,2015,July,27,2,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,        241,       NULL,0,Transient,117.81,0,0,Check-Out,2015-07-04,2,2015,7,4,5,117.81,4.777525578470196
0,5,2015,July,27,2,0,2,2,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,        240,       NULL,0,Transient,135.0,1,2,Check-Out,2015-07-04,2,2015,7,4,5,135.0,4.912654885736052
0,17,2015,July,27,2,0,3,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit     ,        250,       NULL,0,Transient,133.0,0,1,Check-Out,2015-07-05,3,2015,7,5,6,133.0,4.897839799950911
0,93,2015,July,27,2,0,3,2,0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,        115,       NULL,0,Contract,58.95,0,0,Check-Out,2015-07-05,3,2015,7,5,6,58.95,4.093510881473524
1,3,2015,July,27,2,0,3,2,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        240,       NULL,0,Transient,136.33,0,2,Canceled,2015-06-29,3,2015,6,29,0,136.33,4.922386788542191
0,10,2015,July,27,3,0,2,2,2,0,BB       ,USA,Online TA,TA/TO,0,0,0,G               ,H               ,0,No Deposit     ,        240,       NULL,0,Transient,153.0,1,0,Check-Out,2015-07-05,2,2015,7,5,6,153.0,5.0369526024136295
0,3,2015,July,27,3,0,2,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,        240,       NULL,0,Transient,110.5,0,0,Check-Out,2015-07-05,2,2015,7,5,6,110.5,4.7140245909001735
0,51,2015,July,27,3,0,2,2,0,0,BB       ,POL,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,        242,       NULL,0,Transient,97.0,0,0,Check-Out,2015-07-05,2,2015,7,5,6,97.0,4.584967478670572
1,71,2015,July,27,3,0,2,3,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        242,       NULL,0,Transient,110.3,0,2,Canceled,2015-06-16,2,2015,6,16,1,110.3,4.712229258281499
1,63,2015,July,27,3,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        240,       NULL,0,Transient,82.0,0,2,Canceled,2015-06-18,2,2015,6,18,3,82.0,4.418840607796598
1,62,2015,July,27,3,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,        240,       NULL,0,Transient,97.0,0,1,Canceled,2015-07-03,2,2015,7,3,4,97.0,4.584967478670572
1,101,2015,July,27,3,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        240,       NULL,0,Transient,73.8,0,1,Canceled,2015-06-12,2,2015,6,12,4,73.8,4.314817884980432
0,2,2015,July,27,3,0,2,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          3,       NULL,0,Transient,91.5,0,0,Check-Out,2015-07-05,2,2015,7,5,6,91.5,4.52720864451838
0,15,2015,July,27,3,0,2,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        240,       NULL,0,Transient,114.5,0,0,Check-Out,2015-07-05,2,2015,7,5,6,114.5,4.749270529961848
1,51,2015,July,27,3,0,2,3,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        242,       NULL,0,Transient,110.3,0,0,Canceled,2015-06-09,2,2015,6,9,1,110.3,4.712229258281499
0,3,2015,July,27,3,1,2,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        240,       NULL,0,Transient,90.9,1,0,Check-Out,2015-07-06,3,2015,7,6,0,45.45,4.520701029361642
1,48,2015,July,27,3,1,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,        240,       NULL,0,Transient,123.0,0,0,Canceled,2015-05-26,3,2015,5,26,1,61.5,4.820281565605037
0,2,2015,July,27,3,2,2,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        240,       NULL,0,Transient,122.0,0,0,Check-Out,2015-07-07,4,2015,7,7,1,40.666666666666664,4.812184355372417
0,72,2015,July,27,3,2,2,2,0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        105,       NULL,0,Transient,110.7,1,0,Check-Out,2015-07-07,4,2015,7,7,1,36.9,4.715816706075155
0,81,2015,July,27,3,2,6,3,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          5,       NULL,0,Transient,85.86,0,0,Check-Out,2015-07-11,8,2015,7,11,5,28.62,4.464297627106676
0,99,2015,July,27,3,2,7,2,0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         40,       NULL,0,Contract,58.95,0,0,Check-Out,2015-07-12,9,2015,7,12,6,19.650000000000002,4.093510881473524
1,368,2015,July,27,3,3,7,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         40,       NULL,0,Contract,55.68,0,0,Canceled,2015-05-19,10,2015,5,19,1,13.92,4.03742141482248
0,364,2015,July,27,3,3,7,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         40,       NULL,0,Contract,55.68,0,0,Check-Out,2015-07-13,10,2015,7,13,0,13.92,4.03742141482248
1,81,2015,July,27,3,3,7,2,0,0,HB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,2,No Deposit     ,        250,       NULL,0,Transient,124.0,0,1,Canceled,2015-06-09,10,2015,6,9,1,31.0,4.8283137373023015
0,99,2015,July,27,3,3,7,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,        115,       NULL,0,Contract,111.15,0,0,Check-Out,2015-07-13,10,2015,7,13,0,27.7875,4.719837260966218
0,324,2015,July,27,3,4,10,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,         40,       NULL,0,Contract,134.73,0,0,Check-Out,2015-07-17,14,2015,7,17,4,26.945999999999998,4.910667618309874
0,69,2015,July,27,3,4,10,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,F               ,F               ,1,No Deposit     ,        241,       NULL,0,Transient,92.45,0,1,Check-Out,2015-07-17,14,2015,7,17,4,18.490000000000002,4.537426533901572
1,79,2015,July,27,3,6,15,2,1,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        242,       NULL,0,Transient,108.73,0,2,Canceled,2015-04-15,21,2015,4,15,2,15.532857142857143,4.698022803002708
0,12,2015,July,27,3,0,1,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,        240,       NULL,0,Transient,73.8,0,0,Check-Out,2015-07-04,1,2015,7,4,5,73.8,4.314817884980432
0,9,2015,July,27,3,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,        240,       NULL,0,Transient,98.0,1,2,Check-Out,2015-07-04,1,2015,7,4,5,98.0,4.59511985013459
0,1,2015,July,27,3,0,1,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,        240,       NULL,0,Transient,131.0,0,1,Check-Out,2015-07-04,1,2015,7,4,5,131.0,4.882801922586371
0,21,2015,July,27,3,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,        240,       NULL,0,Transient,123.0,0,0,Check-Out,2015-07-04,1,2015,7,4,5,123.0,4.820281565605037
0,9,2015,July,27,3,0,1,2,0,0,BB       ,USA,Online TA,TA/TO,0,0,0,C               ,C               ,0,No Deposit     ,        241,       NULL,0,Transient,94.71,0,0,Check-Out,2015-07-04,1,2015,7,4,5,94.71,4.561322786207815
0,109,2015,July,27,3,0,1,2,0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        240,       NULL,0,Transient,123.0,0,2,Check-Out,2015-07-04,1,2015,7,4,5,123.0,4.820281565605037
1,109,2015,July,27,3,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        240,       NULL,0,Transient,123.0,0,1,Canceled,2015-05-26,2,2015,5,26,1,123.0,4.820281565605037
1,72,2015,July,27,3,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        240,       NULL,0,Transient,73.8,0,1,Canceled,2015-06-29,2,2015,6,29,0,73.8,4.314817884980432
1,63,2015,July,27,3,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,        242,       NULL,0,Transient,117.0,0,1,Canceled,2015-05-13,7,2015,5,13,2,39.0,4.770684624465665
0,63,2015,July,27,3,2,5,3,0,0,HB       ,ESP,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,        105,       NULL,0,Transient,196.54,0,1,Check-Out,2015-07-10,7,2015,7,10,4,65.51333333333334,5.2859410954799815
0,101,2015,July,27,3,2,5,2,1,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,        240,       NULL,0,Transient,99.3,1,2,Check-Out,2015-07-10,7,2015,7,10,4,33.1,4.60816569496789
0,102,2015,July,27,3,2,5,2,0,0,BB       ,DEU,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,        250,       NULL,0,Transient,90.95,0,0,Check-Out,2015-07-10,7,2015,7,10,4,30.316666666666666,4.52124495105033
0,4,2015,July,27,4,2,1,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,A               ,C               ,0,No Deposit     ,        250,       NULL,0,Transient,92.67,0,1,Check-Out,2015-07-07,3,2015,7,7,1,30.89,4.539777967221039
0,98,2015,July,27,4,2,1,2,0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          8,       NULL,0,Transient,71.55,1,0,Check-Out,2015-07-07,3,2015,7,7,1,23.849999999999998,4.2842759793301965
0,92,2015,July,27,4,2,4,1,2,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,        241,       NULL,0,Transient,96.49,0,2,Check-Out,2015-07-10,6,2015,7,10,4,32.163333333333334,4.57974980864118
0,95,2015,July,27,4,2,4,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,        240,       NULL,0,Transient,85.8,1,2,Check-Out,2015-07-10,6,2015,7,10,4,28.599999999999998,4.463606621666305
0,102,2015,July,27,4,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,        240,       NULL,0,Transient,96.3,0,1,Check-Out,2015-07-11,7,2015,7,11,5,32.1,4.577798989191959
1,26,2015,July,27,4,2,5,2,2,0,BB       ,PRT,Online TA,TA/TO,0,0,0,H               ,H               ,0,No Deposit     ,        240,       NULL,0,Transient,163.0,0,0,Canceled,2015-06-09,7,2015,6,9,1,54.333333333333336,5.099866427824199
1,73,2015,July,27,4,2,5,3,0,0,HB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,        250,       NULL,0,Transient,172.0,0,1,Canceled,2015-05-20,7,2015,5,20,2,57.333333333333336,5.153291594497779
1,102,2015,July,27,4,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        240,       NULL,0,Transient,110.7,0,1,Canceled,2015-04-22,7,2015,4,22,2,36.9,4.715816706075155
0,115,2015,July,27,4,2,5,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        134,       NULL,0,Transient,58.95,0,1,Check-Out,2015-07-11,7,2015,7,11,5,19.650000000000002,4.093510881473524
